instrument,timeframe,timestamp,open,high,low,close
XAUUSD,M15,2025-01-07 01:45:00+00:00,2634.18,2635.09,2633.52,2634.6
XAUUSD,M15,2025-01-07 02:00:00+00:00,2634.63,2635.13,2633.99,2634.4
XAUUSD,M15,2025-01-07 02:15:00+00:00,2634.4,2634.58,2633.06,2633.15
XAUUSD,M15,2025-01-07 02:30:00+00:00,2633.15,2633.99,2632.94,2633.29
XAUUSD,M15,2025-01-07 02:45:00+00:00,2633.29,2635.13,2633.13,2635.08
XAUUSD,M15,2025-01-07 03:00:00+00:00,2634.98,2638.04,2634.88,2637.34
XAUUSD,M15,2025-01-07 03:15:00+00:00,2637.34,2639.09,2635.83,2637.55
XAUUSD,M15,2025-01-07 03:30:00+00:00,2637.52,2639.45,2636.43,2638.7
XAUUSD,M15,2025-01-07 03:45:00+00:00,2638.71,2641.15,2638.29,2639.01
XAUUSD,M15,2025-01-07 04:00:00+00:00,2639.01,2640.08,2637.8,2638.03
XAUUSD,M15,2025-01-07 04:15:00+00:00,2638.03,2638.78,2637.01,2638.13
XAUUSD,M15,2025-01-07 04:30:00+00:00,2638.14,2638.4,2637.0,2637.78
XAUUSD,M15,2025-01-07 04:45:00+00:00,2637.78,2639.72,2637.31,2638.46
XAUUSD,M15,2025-01-07 05:00:00+00:00,2638.55,2638.84,2637.54,2638.68
XAUUSD,M15,2025-01-07 05:15:00+00:00,2638.68,2639.45,2638.4,2638.79
XAUUSD,M15,2025-01-07 05:30:00+00:00,2638.79,2640.27,2638.71,2639.24
XAUUSD,M15,2025-01-07 05:45:00+00:00,2639.24,2639.63,2638.39,2639.62
